,N,NSim,typeA,Exp_a,Exp_b,mAct_a,stdAct_a,mAct_b,stdAct_b,m_IE,std_IE,m_K,std_K
80,10.0,1000.0,99.0,0.4,-0.2,-0.1792563314548772,0.3960538449133133,0.3793685922892113,0.4001619344543506,-0.07059071678342269,0.23437796651566728,0.1489926491405339,0.15027682740399265
81,10.0,1000.0,1.0,-0.4,-0.2,-0.2005785843889583,0.020732485495863446,-0.3946115315800535,0.41481328366787684,0.07921851546706962,0.08401963531208698,0.3923617114949514,0.23118184792090396
82,10.0,1000.0,1.0,-0.4,-0.2,-0.19997759704607274,0.020892863809578156,-0.30048898820614445,0.3994154160144139,0.06024118104396851,0.08070060827316869,0.3576299164597022,0.23222980607890206
83,10.0,1000.0,1.0,-0.4,-0.2,-0.19936727462574952,0.02032467461104961,-0.18064229776632754,0.38828481485611294,0.036066259100259734,0.07780922878361007,0.3110038073764331,0.20724618697630384
84,10.0,1000.0,1.0,-0.4,-0.2,-0.20021992777986197,0.020370016940957067,-0.0811280879461361,0.3966870185129713,0.016301859134474697,0.08017374063481818,0.2862101059337806,0.1969184325460465
85,10.0,1000.0,1.0,-0.4,-0.2,-0.19945227241900387,0.020179068989003426,-0.0025728045373044637,0.4008177961360739,0.0008307581858262369,0.08039679814365698,0.27991722991969287,0.19411884611407504
86,10.0,1000.0,1.0,-0.4,-0.2,-0.20064676794054495,0.01992751661635905,0.10696731748667895,0.4155681887659323,-0.021619115336312028,0.08371777102356504,0.2910970938545613,0.20110572654696976
87,10.0,1000.0,1.0,-0.4,-0.2,-0.2011707379525958,0.020588590189664666,0.2108795046483478,0.41288654454208973,-0.04273138191630494,0.08451356853778509,0.3262248557408152,0.2054985219606806
88,10.0,1000.0,1.0,-0.4,-0.2,-0.20018695663975614,0.021091660494962555,0.3178576262380718,0.40656658172341914,-0.06320093341076134,0.08141856457117444,0.35570482340431964,0.22198153204862028
89,10.0,1000.0,1.0,-0.4,-0.2,-0.2009797776572235,0.021145410319083062,0.3850616240939548,0.409717699456074,-0.0776278324775536,0.0834650667189705,0.40122224090293435,0.21898282801683439
90,10.0,1000.0,1.0,-0.3,-0.2,-0.19884420530395872,0.02029904305350211,-0.3923142068722881,0.4273166732059582,0.07773804155774869,0.0864893413459348,0.40578395055598315,0.23042308639290696
91,10.0,1000.0,1.0,-0.3,-0.2,-0.19898444466363024,0.021254531534656618,-0.29744757072861894,0.4185226538184667,0.059119267066458474,0.08428442002984765,0.35871480432043634,0.2218663839853626
92,10.0,1000.0,1.0,-0.3,-0.2,-0.2001240376280694,0.020558112155034093,-0.18013196049657543,0.3993277745743466,0.03640583914636012,0.08059346155048404,0.31672202810038386,0.20886377626538785
93,10.0,1000.0,1.0,-0.3,-0.2,-0.20010804186210535,0.02045227277102423,-0.09980805969608679,0.4158964622899558,0.020150570666110985,0.0838321708722255,0.30087232883766307,0.20896541050810136
94,10.0,1000.0,1.0,-0.3,-0.2,-0.2007121700664501,0.02024421974104871,0.011513870765170587,0.3831571447878254,-0.0025210207985654188,0.07725926467971314,0.282797276582028,0.19474210264025907
95,10.0,1000.0,1.0,-0.3,-0.2,-0.199513740839227,0.02080521332123501,0.0987328098181974,0.3946287774695346,-0.019289688447206566,0.07840692727856637,0.29114835218613905,0.19700654384251276
96,10.0,1000.0,1.0,-0.3,-0.2,-0.20110785147419774,0.019498113112908177,0.19144175930139676,0.4085085338721142,-0.03839252619902796,0.08310899139992428,0.30778333140621655,0.20415779692816527
97,10.0,1000.0,1.0,-0.3,-0.2,-0.19898213425615774,0.021015874914559744,0.3074719846965387,0.40253516064271394,-0.06103904539433148,0.08057996508924076,0.3448116987949325,0.2155934308292213
98,10.0,1000.0,1.0,-0.3,-0.2,-0.19917694613944842,0.020812169765413266,0.3893487875209902,0.39074544809744954,-0.07771843519756286,0.0791172962393389,0.3949815175152091,0.2228408931831481
99,10.0,1000.0,1.0,-0.2,-0.2,-0.20001743222954643,0.020013084294821733,-0.39321761498668956,0.39646140198976765,0.07825079075482873,0.07970509165396501,0.396341103561249,0.23278565253646627
100,10.0,1000.0,1.0,-0.2,-0.2,-0.20060312519271156,0.020176581263891186,-0.30660003590868684,0.4246795932701739,0.061501460955032075,0.08548921280783346,0.3576740395200568,0.22047685389340024
101,10.0,1000.0,1.0,-0.2,-0.2,-0.20091763429314433,0.020342410064185572,-0.20322572755029603,0.41609904472193654,0.04076807627080804,0.0838823601288641,0.32277761618490897,0.2140571588795374
102,10.0,1000.0,1.0,-0.2,-0.2,-0.20058626634573348,0.02048843714202491,-0.10585523316493897,0.3932386050645309,0.02054705029046789,0.07876921551684338,0.29098187785339047,0.19707404127729192
103,10.0,1000.0,1.0,-0.2,-0.2,-0.20016259277845197,0.02022580922005223,-0.0026629953308737564,0.40819980085764834,0.0007526308817354246,0.08173721600684317,0.2833849897812273,0.19366024284786343
104,10.0,1000.0,1.0,-0.2,-0.2,-0.2002562563581459,0.020252214287877175,0.09370260611893502,0.414376464076361,-0.018952027943327683,0.08403329583925828,0.28627927366113953,0.2009057482222137
105,10.0,1000.0,1.0,-0.2,-0.2,-0.20001431824379812,0.02127591095808028,0.18483756821079264,0.43280283856005025,-0.036874738513080686,0.08711444150210432,0.3141779472345276,0.21197923085534345
106,10.0,1000.0,1.0,-0.2,-0.2,-0.20041799705789848,0.019993404424696347,0.3162622803440433,0.41198933362519036,-0.06353020431410462,0.08305405961361285,0.35746173375110074,0.21503101216381085
107,10.0,1000.0,1.0,-0.2,-0.2,-0.1997036426191164,0.02212210093159546,0.38364249814921575,0.40547688303301865,-0.07617210411637523,0.08151076938768943,0.3853614465323212,0.23045000743548572
108,10.0,1000.0,1.0,-0.1,-0.2,-0.20177027925121338,0.020730974961147536,-0.40947647217594474,0.3940478637256487,0.08269901716472225,0.08079945409546159,0.3956614269006997,0.23419504525955323
