,N,NSim,typeA,Exp_a,Exp_b,mAct_a,stdAct_a,mAct_b,stdAct_b,m_IE,std_IE,m_K,std_K
108,10.0,1000.0,1.0,-0.1,0.4,0.3986943933215034,0.02127595154348218,-0.4079951926039594,0.41305949190150754,-0.16255105492963406,0.1647069892310512,0.4110419643431791,0.23444991310816546
109,10.0,1000.0,1.0,-0.1,0.4,0.39908166030119147,0.020897227813868657,-0.2948927910423465,0.40429595912610183,-0.11803314732847088,0.1616852085502365,0.3486145147039791,0.22698968404417122
110,10.0,1000.0,1.0,-0.1,0.4,0.40131794313415137,0.02003533725196347,-0.18582345268659536,0.4084607269743999,-0.07445567332614095,0.16410983310862545,0.31530243866803814,0.21850235363176068
111,10.0,1000.0,1.0,-0.1,0.4,0.400087040833381,0.02110685550262035,-0.11063021009888087,0.4213655775667245,-0.0441173450920664,0.16914530117774895,0.30082111917696414,0.20630611584023884
112,10.0,1000.0,1.0,-0.1,0.4,0.4001468617269431,0.020853935963023113,0.008194636988409767,0.38766139547513934,0.00345778925374165,0.1548626245724076,0.2863163347346897,0.19980982026453997
113,10.0,1000.0,1.0,-0.1,0.4,0.4005606722282843,0.02046450750195019,0.10048895195833046,0.40034137296041106,0.040359857396036446,0.16136734441722933,0.3037197272367313,0.2065841179053121
114,10.0,1000.0,1.0,-0.1,0.4,0.39908731995647295,0.021372286971438847,0.21839225761156772,0.4255917433396884,0.0872271855011509,0.16948809584126243,0.33727675454470907,0.21233961371011156
115,10.0,1000.0,1.0,-0.1,0.4,0.3997033396908116,0.020473364596290785,0.2799619512404456,0.4120250584230069,0.11167703232219328,0.16489611053052003,0.3612322020176001,0.22255711305789164
116,10.0,1000.0,1.0,-0.1,0.4,0.40051155973160213,0.020671080127306847,0.41782835628937415,0.4054427927048918,0.16711467142945807,0.1632143252342711,0.4132919264385268,0.2379026705126458
117,10.0,1000.0,1.0,0.0,0.4,0.4007661881754116,0.01969428996598291,-0.40679639034819876,0.4025908821718437,-0.1627790327834382,0.16119643230779085,0.4057439641015258,0.23157075705050342
118,10.0,1000.0,1.0,0.0,0.4,0.4008248072551178,0.020791284868821244,-0.29763884879697117,0.40954875954032743,-0.11947498533411734,0.1649877571451128,0.36905954977433486,0.22109036276155578
119,10.0,1000.0,1.0,0.0,0.4,0.40035533805517876,0.0207977629306348,-0.2027751039853059,0.4088078717858164,-0.08144456139482624,0.16485195746336023,0.3232272912215981,0.21793251520945228
120,10.0,1000.0,1.0,0.0,0.4,0.4001382970377098,0.020079235521711942,-0.06737408538822703,0.4185619878247838,-0.027046031829965407,0.16692038569795725,0.291307185399465,0.20358598086537194
121,10.0,1000.0,1.0,0.0,0.4,0.399226428505325,0.019884737657967264,0.012043524823143996,0.38271608829869297,0.004928852966035333,0.15269155613970878,0.27422663558725446,0.1945743179122522
122,10.0,1000.0,1.0,0.0,0.4,0.3990801146229151,0.019266031943733858,0.10621360393337992,0.42645970569922415,0.04225265848952792,0.1706982167986945,0.3035349375921639,0.20207753589409688
123,10.0,1000.0,1.0,0.0,0.4,0.39929906057323106,0.02119198178468809,0.20718168387021538,0.4029164219571594,0.08281674684458863,0.16109718984695842,0.32067663401149377,0.2129345691137217
124,10.0,1000.0,1.0,0.0,0.4,0.39931697584483417,0.019906818087557183,0.28530767024807846,0.40785699838473916,0.1137866844156282,0.1630930423291692,0.3550559673541345,0.22384723428741837
125,10.0,1000.0,1.0,0.0,0.4,0.3999512446251198,0.020996537766542762,0.40133627075298933,0.3962867226864309,0.1608289513860733,0.1592157209627679,0.4118928813573289,0.23272434332960074
126,10.0,1000.0,1.0,0.1,0.4,0.39990276610091224,0.01972119642381,-0.3747642064309708,0.4245290340961235,-0.14979606310631466,0.17029900639154041,0.4026645544198282,0.23365640354343972
127,10.0,1000.0,1.0,0.1,0.4,0.400210729300027,0.019877310893190045,-0.3147028582382843,0.4040705280027173,-0.12592125740163945,0.1619100041289543,0.36333712523626,0.22624020523336835
